time,Temp,Avg_Chloro,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Total_Phytoplankton
UTC,degree_C,mg/m3,cells/L,cells/L,cells/L,cells/L,cells/L,cells/L,cells/L
2025-01-13T20:51:00Z,11.8,NaN,0.0,0.0,12.0,0.0,0.0,0.0,1094.0
2025-01-17T19:48:00Z,11.8,NaN,0.0,0.0,97.0,0.0,0.0,58.0,27731.0
2025-01-21T22:13:00Z,12.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,1880.0
2025-01-29T21:40:00Z,11.7,NaN,0.0,0.0,0.0,0.0,0.0,0.0,1257.0
2025-02-03T19:49:00Z,12.1,NaN,0.0,0.0,28.0,0.0,0.0,0.0,4949.0
2025-02-11T20:52:00Z,11.2,NaN,0.0,0.0,0.0,0.0,0.0,0.0,364.0
2025-02-18T19:30:00Z,11.5,NaN,0.0,0.0,0.0,0.0,0.0,0.0,328.0
2025-02-21T19:25:00Z,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,463.0
2025-02-24T20:24:00Z,12.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,481.0
2025-03-03T19:04:00Z,10.6,NaN,0.0,0.0,0.0,0.0,0.0,0.0,574.0
2025-03-10T19:03:00Z,10.7,NaN,0.0,0.0,0.0,0.0,0.0,0.0,3616.0
2025-03-17T18:12:00Z,11.5,NaN,0.0,0.0,0.0,0.0,21.0,0.0,1374.0
2025-03-19T18:25:00Z,11.0,NaN,0.0,0.0,6.0,0.0,929.0,112.0,11711.0
2025-03-24T19:02:00Z,10.9,NaN,0.0,0.0,0.0,0.0,0.0,0.0,877.0
2025-03-31T18:37:00Z,12.4,NaN,0.0,0.0,0.0,0.0,105.0,512.0,8366.0
2025-04-07T18:42:00Z,11.6,NaN,0.0,0.0,0.0,0.0,7.0,33.0,1600.0
2025-04-14T18:40:00Z,10.6,NaN,0.0,0.0,0.0,0.0,13.0,39.0,1733.0
2025-04-21T18:55:00Z,12.5,NaN,0.0,0.0,0.0,0.0,13.0,54.0,920.0
2025-04-28T19:51:00Z,10.5,NaN,0.0,0.0,0.0,0.0,0.0,10.0,357.0
2025-05-05T18:56:00Z,10.1,NaN,0.0,0.0,0.0,0.0,0.0,10.0,839.0
2025-05-13T19:44:00Z,10.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2656.0
2025-05-19T19:46:00Z,10.6,NaN,0.0,0.0,0.0,0.0,0.0,0.0,224.0
2025-05-27T20:41:00Z,10.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,208.0
2025-06-02T19:05:00Z,10.8,NaN,0.0,0.0,0.0,0.0,0.0,2.0,304.0
2025-06-09T18:16:00Z,13.4,NaN,0.0,0.0,0.0,0.0,0.0,1.0,80.0
2025-06-17T18:55:00Z,10.5,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2073.0
2025-06-23T20:11:00Z,9.9,NaN,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
2025-06-30T18:35:00Z,11.5,NaN,0.0,0.0,0.0,0.0,0.0,0.0,3126.0
2025-07-07T18:15:00Z,11.2,NaN,0.0,0.0,0.0,0.0,37.0,17.0,1442.0
2025-07-14T18:24:00Z,14.1,NaN,0.0,0.0,0.0,0.0,117.0,136.0,1200.0
2025-07-21T19:38:00Z,12.0,NaN,0.0,0.0,15.0,0.0,3.0,3.0,307.0
2025-07-25T18:27:00Z,14.7,NaN,22.0,14.0,79.0,0.0,0.0,0.0,1154.0
2025-07-28T18:37:00Z,13.7,NaN,0.0,0.0,0.0,0.0,0.0,0.0,1530.0
2025-08-06T18:09:00Z,11.1,NaN,0.0,0.0,0.0,0.0,0.0,0.0,8125.0
2025-08-11T20:03:00Z,13.8,NaN,0.0,44.0,0.0,0.0,25.0,0.0,2484.0
2025-08-21T17:55:00Z,11.4,NaN,0.0,0.0,0.0,0.0,0.0,0.0,5853.0
2025-08-25T19:15:00Z,13.0,NaN,0.0,81.0,6.0,0.0,0.0,0.0,800.0
2025-09-08T18:20:00Z,15.3,NaN,0.0,47.0,25.0,0.0,144.0,42.0,2102.0
2025-09-15T19:13:00Z,13.5,NaN,0.0,20.0,3.0,0.0,7.0,3.0,322.0
2025-09-22T19:33:00Z,14.7,NaN,0.0,42.0,16.0,0.0,69.0,4.0,854.0
2025-09-29T17:50:00Z,NaN,NaN,6.0,0.0,12.0,0.0,22.0,9.0,365.0
2025-09-29T19:54:00Z,16.2,NaN,0.0,17.0,66.0,0.0,0.0,0.0,1121.0
2025-10-06T21:22:00Z,15.5,NaN,0.0,92.0,95.0,0.0,0.0,11.0,476.0
2025-10-14T21:13:00Z,16.0,NaN,79.0,125.0,306.0,0.0,0.0,0.0,10269.0
2025-10-20T19:28:00Z,17.4,NaN,11.0,56.0,26.0,0.0,0.0,0.0,1751.0
2025-10-27T19:08:00Z,NaN,NaN,1.0,0.0,14.0,0.0,0.0,0.0,468.0
2025-10-29T18:28:00Z,NaN,NaN,0.0,291.0,83.0,0.0,0.0,0.0,6482.0
2025-11-03T21:29:00Z,NaN,NaN,0.0,22.0,11.0,0.0,0.0,0.0,521.0
2025-11-12T18:55:00Z,NaN,NaN,0.0,706.0,781.0,0.0,0.0,0.0,9183.0
2025-11-18T19:26:00Z,15.0,NaN,0.0,0.0,45.0,0.0,0.0,10.0,1664.0
2025-11-24T21:15:00Z,15.1,NaN,0.0,0.0,148.0,0.0,0.0,15.0,15654.0
2025-12-03T22:33:00Z,15.0,NaN,2.0,0.0,25.0,0.0,0.0,6.0,864.0
2025-12-12T19:15:00Z,14.0,NaN,0.0,0.0,33.0,0.0,4.0,41.0,574.0
2025-12-15T21:26:00Z,15.0,NaN,0.0,0.0,3.0,0.0,0.0,0.0,244.0
2025-12-22T21:31:00Z,15.0,NaN,0.0,0.0,24.0,0.0,0.0,32.0,424.0
2025-12-29T20:10:00Z,15.0,NaN,0.0,0.0,0.0,0.0,22.0,2.0,198.0
2025-12-29T20:19:00Z,NaN,NaN,0.0,0.0,0.0,0.0,26.0,16.0,208.0
2026-01-06T21:47:00Z,15.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,348.0
2026-01-13T18:16:00Z,15.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,499.0
2026-01-22T17:35:00Z,13.2,NaN,0.0,0.0,92.0,0.0,22.0,11.0,739.0
2026-01-28T19:25:00Z,NaN,NaN,0.0,0.0,0.0,0.0,775.0,2324.0,236253.0
2026-01-28T19:28:00Z,13.3,NaN,0.0,0.0,75.0,0.0,0.0,100.0,749.0
2026-02-02T23:15:00Z,13.9,NaN,18.0,0.0,72.0,0.0,18.0,45.0,1160.0
2026-02-09T22:08:00Z,14.0,NaN,0.0,0.0,6.0,0.0,11.0,23.0,881.0
2026-02-18T22:37:00Z,13.7,NaN,0.0,0.0,3.0,0.0,0.0,14.0,254.0
2026-02-23T20:13:00Z,13.4,NaN,0.0,0.0,0.0,0.0,16.0,0.0,1851.0
2026-03-02T22:15:00Z,15.0,NaN,0.0,0.0,46.0,0.0,0.0,0.0,396.0
2026-03-09T20:31:00Z,12.0,NaN,0.0,0.0,7.0,0.0,0.0,0.0,1435.0
2026-03-16T21:05:00Z,11.7,NaN,0.0,0.0,0.0,0.0,8.0,0.0,424.0
2026-03-23T19:15:00Z,10.7,NaN,0.0,0.0,0.0,0.0,422.0,111.0,22083.0
2026-04-02T17:45:00Z,13.0,NaN,0.0,0.0,10.0,0.0,52.0,41.0,3126.0
2026-04-06T19:26:00Z,14.0,NaN,0.0,0.0,0.0,0.0,20.0,0.0,1175.0
2026-04-13T19:09:00Z,14.3,NaN,0.0,0.0,0.0,0.0,0.0,0.0,240.0
