time,sea_water_temperature,mass_concentration_of_chlorophyll_in_sea_water
UTC,degree_Celsius,microg.L-1
2019-12-22T10:48:00Z,11.83,1.35
2019-12-22T10:54:00Z,11.83,1.35
2019-12-22T11:00:00Z,11.9208333333,1.34
2019-12-22T11:06:00Z,11.84,1.34
2019-12-22T11:12:00Z,11.87,1.41
2019-12-22T11:18:00Z,11.89,1.46
2019-12-22T11:24:00Z,11.89,1.46
2019-12-22T11:30:00Z,11.92,1.44
2019-12-22T11:36:00Z,11.93,1.43
2019-12-22T11:42:00Z,11.94,1.6
2019-12-22T11:48:00Z,11.95,1.7
2019-12-22T11:54:00Z,11.95,1.7
2019-12-22T12:00:00Z,11.9658333333,2.23
2019-12-22T12:06:00Z,11.93,2.4
2019-12-22T12:12:00Z,11.93,1.76
2019-12-22T12:18:00Z,11.93,1.59
2019-12-22T12:24:00Z,11.93,1.59
2019-12-22T12:30:00Z,11.95,2.44
2019-12-22T12:36:00Z,11.95,2.73
2019-12-22T12:42:00Z,11.96,4.1
2019-12-22T12:48:00Z,11.96,6.12
2019-12-22T12:54:00Z,11.96,6.12
2019-12-22T13:00:00Z,12.0283333333,2.85
2019-12-22T13:06:00Z,12.02,1.76
2019-12-22T13:12:00Z,12.02,2.32
2019-12-22T13:18:00Z,12.02,2.79
2019-12-22T13:24:00Z,12.02,2.79
2019-12-22T13:30:00Z,12.01,1.78
2019-12-22T13:36:00Z,12.01,1.44
2019-12-22T13:42:00Z,12.04,5.13
2019-12-22T13:48:00Z,12.05,6.86
2019-12-22T13:54:00Z,12.05,6.86
2019-12-22T14:00:00Z,12.0433333333,9.81
2019-12-22T14:06:00Z,12.04,10.8
2019-12-22T14:12:00Z,12.1,4.2
2019-12-22T14:18:00Z,12.15,2.03
2019-12-22T14:24:00Z,12.15,2.03
2019-12-22T14:30:00Z,11.97,1.9
2019-12-22T14:36:00Z,11.91,1.85
2019-12-22T14:42:00Z,11.93,1.91
2019-12-22T14:48:00Z,11.92,1.37
2019-12-22T14:54:00Z,11.92,1.37
2019-12-22T15:06:00Z,12.21,2.66
2019-12-22T15:12:00Z,12.04,2.44
2019-12-22T15:18:00Z,11.88,1.44
2019-12-22T15:24:00Z,11.88,1.44
2019-12-22T15:30:00Z,12.2,4.7
2019-12-22T15:36:00Z,12.28,5.51
2019-12-22T15:42:00Z,12.1,5.49
2019-12-22T15:48:00Z,11.95,2.6
2019-12-22T15:54:00Z,11.92,1.96
2019-12-22T16:00:00Z,11.891875,1.31
2019-12-22T16:06:00Z,11.89,1.31
2019-12-22T16:12:00Z,11.87,1.83
2019-12-22T16:18:00Z,11.86,1.27
2019-12-22T16:24:00Z,11.86,1.27
2019-12-22T16:30:00Z,11.87,1.27
2019-12-22T16:36:00Z,11.87,1.27
2019-12-22T16:42:00Z,11.9,1.39
2019-12-22T16:48:00Z,11.91,1.49
2019-12-22T16:54:00Z,11.91,1.49
2019-12-22T17:00:00Z,11.958125,1.4
2019-12-22T17:06:00Z,11.93,1.38
2019-12-22T17:12:00Z,11.93,1.28
2019-12-22T17:18:00Z,11.94,1.24
2019-12-22T17:24:00Z,11.94,1.24
2019-12-22T17:30:00Z,11.96,1.32
2019-12-22T17:36:00Z,11.97,1.34
2019-12-22T17:42:00Z,11.95,1.68
2019-12-22T17:48:00Z,11.95,1.85
2019-12-22T17:54:00Z,11.95,1.85
2019-12-22T18:00:00Z,12.0153846154,1.6
2019-12-22T18:06:00Z,11.98,1.54
2019-12-22T18:12:00Z,11.99,1.73
2019-12-22T18:18:00Z,12.0,1.78
2019-12-22T18:24:00Z,12.0,1.78
2019-12-22T18:30:00Z,12.01,1.71
2019-12-22T18:36:00Z,12.01,1.68
2019-12-22T18:42:00Z,12.03,2.0
2019-12-22T18:48:00Z,12.04,2.16
2019-12-22T18:54:00Z,12.04,2.16
2019-12-22T19:06:00Z,12.02,1.96
2019-12-22T19:12:00Z,11.98,1.54
2019-12-22T19:18:00Z,11.96,1.33
2019-12-22T19:24:00Z,11.96,1.33
2019-12-22T19:30:00Z,11.97,1.38
2019-12-22T19:36:00Z,11.98,1.39
2019-12-22T19:42:00Z,12.01,1.35
2019-12-22T19:48:00Z,12.02,1.33
2019-12-22T19:54:00Z,12.02,1.33
2019-12-22T20:00:00Z,12.075,1.5
2019-12-22T20:06:00Z,12.07,1.55
2019-12-22T20:12:00Z,12.08,1.8
2019-12-22T20:18:00Z,12.09,1.93
2019-12-22T20:24:00Z,12.09,1.93
2019-12-22T20:30:00Z,12.07,2.02
2019-12-22T20:36:00Z,12.06,2.05
2019-12-22T20:42:00Z,12.07,1.88
2019-12-22T20:48:00Z,12.07,1.79
2019-12-22T20:54:00Z,12.07,1.79
2019-12-22T21:00:00Z,12.0175,1.48
2019-12-22T21:06:00Z,12.08,1.37
2019-12-22T21:12:00Z,12.05,1.34
2019-12-22T21:18:00Z,12.04,1.33
2019-12-22T21:24:00Z,12.04,1.33
2019-12-22T21:30:00Z,12.03,1.5
2019-12-22T21:36:00Z,12.02,1.56
2019-12-22T21:42:00Z,12.01,3.03
2019-12-22T21:48:00Z,12.01,3.77
2019-12-22T21:54:00Z,12.01,3.77
2019-12-22T22:00:00Z,11.98,2.11
2019-12-22T22:06:00Z,12.0,1.56
2019-12-22T22:12:00Z,12.0,1.55
2019-12-22T22:18:00Z,12.0,1.54
2019-12-22T22:24:00Z,12.0,1.54
2019-12-22T22:30:00Z,11.98,1.47
2019-12-22T22:36:00Z,11.98,1.44
2019-12-22T22:42:00Z,11.97,1.5
2019-12-22T22:48:00Z,11.97,1.53
2019-12-22T22:54:00Z,11.97,1.53
2019-12-22T23:00:00Z,11.93,1.52
2019-12-22T23:06:00Z,11.97,1.51
2019-12-22T23:12:00Z,11.96,1.74
2019-12-22T23:18:00Z,11.95,1.85
2019-12-22T23:24:00Z,11.95,1.85
2019-12-22T23:30:00Z,11.95,1.57
2019-12-22T23:36:00Z,11.95,1.5
2019-12-22T23:42:00Z,11.93,1.56
2019-12-22T23:48:00Z,11.92,1.53
2019-12-22T23:54:00Z,11.92,1.53
2019-12-23T00:00:00Z,11.8925,1.45
2019-12-23T00:06:00Z,11.91,1.43
2019-12-23T00:12:00Z,11.9,1.45
2019-12-23T00:18:00Z,11.9,1.46
2019-12-23T00:24:00Z,11.9,1.46
2019-12-23T00:30:00Z,11.9,1.44
2019-12-23T00:36:00Z,11.9,1.43
2019-12-23T00:42:00Z,11.89,1.4
2019-12-23T00:48:00Z,11.89,1.39
2019-12-23T00:54:00Z,11.89,1.39
2019-12-23T01:06:00Z,11.88,1.54
2019-12-23T01:12:00Z,11.87,1.66
2019-12-23T01:18:00Z,11.86,1.72
2019-12-23T01:24:00Z,11.86,1.72
2019-12-23T01:30:00Z,11.87,1.76
2019-12-23T01:36:00Z,11.87,1.77
2019-12-23T01:42:00Z,11.88,1.92
2019-12-23T01:48:00Z,11.88,1.99
2019-12-23T01:54:00Z,11.88,1.99
2019-12-23T02:00:00Z,11.95,2.01
2019-12-23T02:06:00Z,11.93,2.01
2019-12-23T02:12:00Z,11.94,2.02
2019-12-23T02:18:00Z,11.94,2.03
2019-12-23T02:24:00Z,11.94,2.03
2019-12-23T02:30:00Z,11.96,1.93
2019-12-23T02:36:00Z,11.96,1.9
2019-12-23T02:42:00Z,11.96,1.94
2019-12-23T02:48:00Z,11.95,1.98
2019-12-23T02:54:00Z,11.95,1.98
2019-12-23T03:00:00Z,11.9875,2.04
2019-12-23T03:06:00Z,11.95,2.06
2019-12-23T03:12:00Z,11.96,1.9
2019-12-23T03:18:00Z,11.96,1.74
2019-12-23T03:24:00Z,11.96,1.74
2019-12-23T03:30:00Z,11.97,1.94
2019-12-23T03:36:00Z,11.98,2.0
2019-12-23T03:42:00Z,11.98,1.96
2019-12-23T03:48:00Z,11.99,1.92
2019-12-23T03:54:00Z,11.99,1.92
2019-12-23T04:00:00Z,12.0425,2.1
2019-12-23T04:06:00Z,12.02,2.16
2019-12-23T04:12:00Z,12.03,2.12
2019-12-23T04:18:00Z,12.04,2.09
2019-12-23T04:24:00Z,12.04,2.09
2019-12-23T04:30:00Z,12.05,2.11
2019-12-23T04:36:00Z,12.05,2.12
2019-12-23T04:42:00Z,12.04,2.18
2019-12-23T04:48:00Z,12.03,2.24
2019-12-23T04:54:00Z,12.03,2.24
2019-12-23T05:00:00Z,11.765,2.18
2019-12-23T05:06:00Z,12.05,2.16
2019-12-23T05:12:00Z,11.97,2.12
2019-12-23T05:18:00Z,11.89,2.09
2019-12-23T05:24:00Z,11.89,2.09
2019-12-23T05:30:00Z,11.79,1.93
2019-12-23T05:36:00Z,11.75,1.87
2019-12-23T05:42:00Z,11.73,1.66
2019-12-23T05:48:00Z,11.72,1.45
2019-12-23T05:54:00Z,11.72,1.45
2019-12-23T06:00:00Z,11.67,1.61
2019-12-23T06:06:00Z,11.7,1.66
2019-12-23T06:12:00Z,11.69,1.71
2019-12-23T06:18:00Z,11.67,1.76
2019-12-23T06:24:00Z,11.67,1.76
2019-12-23T06:30:00Z,11.68,1.89
2019-12-23T06:36:00Z,11.68,1.93
2019-12-23T06:42:00Z,11.67,1.93
2019-12-23T06:48:00Z,11.66,1.92
2019-12-23T06:54:00Z,11.66,1.92
2019-12-23T07:00:00Z,11.5653333333,1.93
2019-12-23T07:06:00Z,11.67,1.93
2019-12-23T07:12:00Z,11.68,1.85
2019-12-23T07:18:00Z,11.69,1.78
2019-12-23T07:24:00Z,11.69,1.78
2019-12-23T07:30:00Z,11.64,1.88
2019-12-23T07:36:00Z,11.63,1.9
2019-12-23T07:42:00Z,11.52,1.97
2019-12-23T07:48:00Z,11.46,2.0
2019-12-23T07:54:00Z,11.46,2.0
2019-12-23T08:00:00Z,11.4775,2.04
2019-12-23T08:06:00Z,11.53,2.05
2019-12-23T08:12:00Z,11.52,2.02
2019-12-23T08:18:00Z,11.51,1.99
2019-12-23T08:24:00Z,11.51,1.99
2019-12-23T08:30:00Z,11.51,1.91
2019-12-23T08:36:00Z,11.51,1.89
2019-12-23T08:42:00Z,11.49,1.96
2019-12-23T08:48:00Z,11.47,2.03
2019-12-23T08:54:00Z,11.47,2.03
2019-12-23T09:00:00Z,11.408,8.31
2019-12-23T09:06:00Z,11.42,9.88
2019-12-23T09:12:00Z,11.38,5.75
2019-12-23T09:18:00Z,11.33,1.63
2019-12-23T09:24:00Z,11.33,1.63
2019-12-23T09:30:00Z,11.39,1.81
2019-12-23T09:36:00Z,11.4,1.85
2019-12-23T09:42:00Z,11.42,1.73
2019-12-23T09:48:00Z,11.44,1.61
2019-12-23T09:54:00Z,11.44,1.61
2019-12-23T10:00:00Z,11.5525,1.69
2019-12-23T10:06:00Z,11.48,1.72
2019-12-23T10:12:00Z,11.48,1.72
2019-12-23T10:18:00Z,11.52,1.65
2019-12-23T10:24:00Z,11.53,1.63
2019-12-23T10:30:00Z,11.56,1.61
2019-12-23T10:36:00Z,11.57,1.6
2019-12-23T10:42:00Z,11.57,1.6
2019-12-23T10:48:00Z,11.56,1.58
2019-12-23T10:54:00Z,11.56,1.57
2019-12-23T11:06:00Z,11.55,1.31
2019-12-23T11:12:00Z,11.55,1.31
2019-12-23T11:18:00Z,11.54,1.44
2019-12-23T11:24:00Z,11.54,1.48
2019-12-23T11:30:00Z,11.54,1.44
2019-12-23T11:36:00Z,11.54,1.43
2019-12-23T11:42:00Z,11.54,1.43
2019-12-23T11:48:00Z,11.54,1.54
2019-12-23T11:54:00Z,11.54,1.57
2019-12-23T12:00:00Z,11.7375,1.68
2019-12-23T12:06:00Z,11.61,1.72
2019-12-23T12:12:00Z,11.61,1.72
2019-12-23T12:18:00Z,11.66,2.13
2019-12-23T12:24:00Z,11.68,2.27
2019-12-23T12:30:00Z,11.71,2.32
2019-12-23T12:36:00Z,11.72,2.34
2019-12-23T12:42:00Z,11.72,2.34
2019-12-23T12:48:00Z,11.77,2.42
2019-12-23T12:54:00Z,11.78,2.45
2019-12-23T13:00:00Z,11.7925,2.52
2019-12-23T13:06:00Z,11.77,2.55
2019-12-23T13:12:00Z,11.77,2.55
2019-12-23T13:18:00Z,11.78,2.54
2019-12-23T13:24:00Z,11.78,2.53
2019-12-23T13:30:00Z,11.77,2.73
2019-12-23T13:36:00Z,11.77,2.79
2019-12-23T13:42:00Z,11.77,2.79
2019-12-23T13:48:00Z,11.79,2.41
2019-12-23T13:54:00Z,11.8,2.28
2019-12-23T14:00:00Z,11.7815384615,2.25
2019-12-23T14:06:00Z,11.82,2.24
2019-12-23T14:12:00Z,11.79,2.31
2019-12-23T14:18:00Z,11.77,2.39
2019-12-23T14:24:00Z,11.77,2.39
2019-12-23T14:30:00Z,11.8,2.27
2019-12-23T14:36:00Z,11.81,2.23
2019-12-23T14:42:00Z,11.81,2.23
2019-12-23T14:48:00Z,11.77,2.21
2019-12-23T14:54:00Z,11.76,2.21
2019-12-23T15:06:00Z,11.79,3.38
2019-12-23T15:12:00Z,11.81,3.35
2019-12-23T15:18:00Z,11.84,3.32
2019-12-23T15:24:00Z,11.84,3.32
2019-12-23T15:30:00Z,11.88,5.54
2019-12-23T15:36:00Z,11.81,5.33
2019-12-23T15:42:00Z,11.73,4.39
2019-12-23T15:48:00Z,11.75,6.37
2019-12-23T15:54:00Z,11.76,6.87
2019-12-23T16:00:00Z,11.600625,6.46
2019-12-23T16:06:00Z,11.79,4.88
2019-12-23T16:12:00Z,11.99,3.43
2019-12-23T16:18:00Z,11.72,5.2
2019-12-23T16:24:00Z,11.65,5.64
2019-12-23T16:30:00Z,11.61,2.96
2019-12-23T16:36:00Z,11.57,2.12
2019-12-23T16:42:00Z,11.56,2.18
2019-12-23T16:48:00Z,11.54,3.64
2019-12-23T16:54:00Z,11.54,4.0
2019-12-23T17:00:00Z,11.4853846154,3.27
2019-12-23T17:06:00Z,11.48,2.98
2019-12-23T17:12:00Z,11.46,2.93
2019-12-23T17:18:00Z,11.46,2.98
2019-12-23T17:24:00Z,11.46,2.99
2019-12-23T17:30:00Z,11.49,3.48
2019-12-23T17:36:00Z,11.63,10.48
2019-12-23T17:42:00Z,11.77,17.24
2019-12-23T17:48:00Z,11.61,8.48
2019-12-23T17:54:00Z,11.55,5.56
2019-12-23T18:00:00Z,11.2858333333,6.78
2019-12-23T18:06:00Z,11.26,7.75
2019-12-23T18:12:00Z,11.17,8.31
2019-12-23T18:18:00Z,11.1,4.06
2019-12-23T18:24:00Z,11.07,2.64
2019-12-23T18:30:00Z,11.09,2.67
2019-12-23T18:36:00Z,11.15,2.56
2019-12-23T18:42:00Z,11.21,2.44
2019-12-23T18:48:00Z,11.4,1.43
2019-12-23T18:54:00Z,11.46,1.09
2019-12-23T19:00:00Z,11.8,1.44
2019-12-23T19:06:00Z,11.66,1.74
2019-12-23T19:12:00Z,11.7,1.87
2019-12-23T19:18:00Z,11.72,2.3
2019-12-23T19:24:00Z,11.73,2.44
2019-12-23T19:30:00Z,11.76,1.8
2019-12-23T19:36:00Z,11.81,2.15
2019-12-23T19:42:00Z,11.85,2.81
2019-12-23T19:48:00Z,11.83,2.81
2019-12-23T19:54:00Z,11.82,2.81
2019-12-23T20:00:00Z,11.9683333333,2.96
2019-12-23T20:06:00Z,11.93,2.95
2019-12-23T20:12:00Z,11.94,2.87
2019-12-23T20:18:00Z,11.96,2.63
2019-12-23T20:24:00Z,11.96,2.55
2019-12-23T20:30:00Z,11.97,3.1
2019-12-23T20:36:00Z,11.96,3.26
2019-12-23T20:42:00Z,11.95,3.15
2019-12-23T20:48:00Z,12.01,3.98
2019-12-23T20:54:00Z,12.03,4.26
2019-12-23T21:00:00Z,11.9375,3.38
2019-12-23T21:06:00Z,11.9,2.94
2019-12-23T21:12:00Z,11.9,2.95
2019-12-23T21:18:00Z,11.92,2.86
2019-12-23T21:24:00Z,11.93,2.83
2019-12-23T21:30:00Z,11.94,9.78
2019-12-23T21:36:00Z,11.96,7.61
2019-12-23T21:42:00Z,11.96,1.96
2019-12-23T21:48:00Z,11.95,3.52
2019-12-23T21:54:00Z,11.94,4.04
2019-12-23T22:00:00Z,11.9033333333,2.49
2019-12-23T22:06:00Z,11.94,1.64
2019-12-23T22:12:00Z,11.94,1.55
2019-12-23T22:18:00Z,11.93,1.72
2019-12-23T22:24:00Z,11.92,1.78
2019-12-23T22:30:00Z,11.91,1.81
2019-12-23T22:36:00Z,11.89,1.98
2019-12-23T22:42:00Z,11.89,2.12
2019-12-23T22:48:00Z,11.89,1.81
2019-12-23T22:54:00Z,11.89,1.71
2019-12-23T23:00:00Z,11.8616666667,1.92
2019-12-23T23:06:00Z,11.89,4.86
2019-12-23T23:12:00Z,11.89,6.27
2019-12-23T23:18:00Z,11.88,4.39
2019-12-23T23:24:00Z,11.88,4.01
2019-12-23T23:30:00Z,11.87,2.91
2019-12-23T23:36:00Z,11.86,2.51
2019-12-23T23:42:00Z,11.85,2.5
2019-12-23T23:48:00Z,11.84,2.68
2019-12-23T23:54:00Z,11.84,2.72
2019-12-24T00:00:00Z,11.67875,2.68
2019-12-24T00:06:00Z,11.82,2.74
2019-12-24T00:12:00Z,11.82,2.78
2019-12-24T00:18:00Z,11.72,2.64
2019-12-24T00:24:00Z,11.7,2.6
2019-12-24T00:30:00Z,11.67,1.89
2019-12-24T00:36:00Z,11.64,3.4
2019-12-24T00:42:00Z,11.63,4.33
2019-12-24T00:48:00Z,11.64,5.39
2019-12-24T00:54:00Z,11.64,5.66
2019-12-24T01:00:00Z,11.6330769231,5.0
2019-12-24T01:06:00Z,11.63,3.72
2019-12-24T01:12:00Z,11.62,3.25
2019-12-24T01:18:00Z,11.63,1.89
2019-12-24T01:24:00Z,11.63,1.44
2019-12-24T01:30:00Z,11.63,1.52
2019-12-24T01:36:00Z,11.63,1.55
2019-12-24T01:42:00Z,11.63,1.53
2019-12-24T01:48:00Z,11.64,10.57
2019-12-24T01:54:00Z,11.64,12.83
2019-12-24T02:00:00Z,11.7008333333,7.23
2019-12-24T02:06:00Z,11.66,1.98
2019-12-24T02:12:00Z,11.66,2.15
2019-12-24T02:18:00Z,11.67,2.16
2019-12-24T02:24:00Z,11.67,2.16
2019-12-24T02:30:00Z,11.69,2.02
2019-12-24T02:36:00Z,11.73,2.23
2019-12-24T02:42:00Z,11.74,2.4
2019-12-24T02:48:00Z,11.72,2.21
2019-12-24T02:54:00Z,11.72,2.15
2019-12-24T03:00:00Z,11.7541666667,2.27
2019-12-24T03:06:00Z,11.74,2.36
2019-12-24T03:12:00Z,11.75,2.34
2019-12-24T03:18:00Z,11.75,2.14
2019-12-24T03:24:00Z,11.75,2.07
2019-12-24T03:30:00Z,11.74,2.04
2019-12-24T03:36:00Z,11.75,2.08
2019-12-24T03:42:00Z,11.75,2.12
2019-12-24T03:48:00Z,11.77,2.21
2019-12-24T03:54:00Z,11.77,2.24
2019-12-24T04:00:00Z,11.7933333333,2.15
2019-12-24T04:06:00Z,11.76,2.18
2019-12-24T04:12:00Z,11.77,2.24
2019-12-24T04:18:00Z,11.78,2.04
2019-12-24T04:24:00Z,11.78,1.98
2019-12-24T04:30:00Z,11.79,2.22
2019-12-24T04:36:00Z,11.78,2.45
2019-12-24T04:42:00Z,11.78,2.45
2019-12-24T04:48:00Z,11.81,2.44
2019-12-24T04:54:00Z,11.82,2.44
2019-12-24T05:06:00Z,11.82,10.93
2019-12-24T05:12:00Z,11.81,15.35
2019-12-24T05:18:00Z,11.79,5.44
2019-12-24T05:24:00Z,11.78,2.14
2019-12-24T05:30:00Z,11.79,2.15
2019-12-24T05:36:00Z,11.83,2.76
2019-12-24T05:42:00Z,11.84,3.06
2019-12-24T05:48:00Z,11.84,7.21
2019-12-24T05:54:00Z,11.84,8.59
2019-12-24T06:00:00Z,11.5383333333,5.29
2019-12-24T06:06:00Z,11.58,2.15
2019-12-24T06:12:00Z,11.59,2.24
2019-12-24T06:18:00Z,11.59,2.97
2019-12-24T06:24:00Z,11.59,3.21
2019-12-24T06:36:00Z,11.5,16.06
2019-12-24T06:42:00Z,11.49,1.53
2019-12-24T06:48:00Z,11.51,1.54
2019-12-24T06:54:00Z,11.51,1.55
2019-12-24T07:00:00Z,11.4233333333,1.5
2019-12-24T07:06:00Z,11.45,1.45
2019-12-24T07:12:00Z,11.44,1.45
2019-12-24T07:18:00Z,11.42,1.49
2019-12-24T07:24:00Z,11.42,1.5
2019-12-24T07:30:00Z,11.43,1.45
2019-12-24T07:36:00Z,11.41,1.47
2019-12-24T07:42:00Z,11.4,1.5
2019-12-24T07:48:00Z,11.42,1.44
2019-12-24T07:54:00Z,11.43,1.43
2019-12-24T08:00:00Z,11.3946666667,1.43
2019-12-24T08:06:00Z,11.37,1.48
2019-12-24T08:12:00Z,11.35,1.5
2019-12-24T08:18:00Z,11.38,1.54
2019-12-24T08:24:00Z,11.39,1.55
2019-12-24T08:30:00Z,11.4,1.54
2019-12-24T08:36:00Z,11.39,1.54
2019-12-24T08:42:00Z,11.38,1.54
2019-12-24T08:48:00Z,11.43,1.52
2019-12-24T08:54:00Z,11.44,1.51
2019-12-24T09:00:00Z,11.4228571429,1.51
2019-12-24T09:06:00Z,11.46,1.49
2019-12-24T09:12:00Z,11.46,1.48
2019-12-24T09:18:00Z,11.47,1.62
2019-12-24T09:24:00Z,11.47,1.66
2019-12-24T09:30:00Z,11.46,1.75
2019-12-24T09:36:00Z,11.39,1.73
2019-12-24T09:42:00Z,11.37,1.7
2019-12-24T09:48:00Z,11.37,1.76
2019-12-24T09:54:00Z,11.37,1.78
2019-12-24T10:00:00Z,11.3275,1.78
2019-12-24T10:06:00Z,11.32,1.9
2019-12-24T10:12:00Z,11.31,1.94
2019-12-24T10:18:00Z,11.31,1.71
2019-12-24T10:24:00Z,11.31,1.63
2019-12-24T10:30:00Z,11.31,1.63
2019-12-24T10:36:00Z,11.33,1.58
2019-12-24T10:42:00Z,11.34,1.56
2019-12-24T10:48:00Z,11.35,1.52
2019-12-24T10:54:00Z,11.35,1.5
2019-12-24T11:00:00Z,11.365,1.5
2019-12-24T11:06:00Z,11.39,1.47
2019-12-24T11:12:00Z,11.4,1.46
2019-12-24T11:18:00Z,11.4,1.41
2019-12-24T11:24:00Z,11.4,1.39
2019-12-24T11:30:00Z,11.4,1.39
2019-12-24T11:36:00Z,11.38,1.33
2019-12-24T11:42:00Z,11.38,1.31
2019-12-24T11:48:00Z,11.3,1.29
2019-12-24T11:54:00Z,11.28,1.29
2019-12-24T12:00:00Z,11.2225,1.29
2019-12-24T12:06:00Z,11.24,1.53
2019-12-24T12:12:00Z,11.23,1.61
2019-12-24T12:18:00Z,11.24,1.51
2019-12-24T12:24:00Z,11.24,1.48
2019-12-24T12:30:00Z,11.24,1.48
2019-12-24T12:36:00Z,11.26,1.58
2019-12-24T12:42:00Z,11.27,1.62
2019-12-24T12:48:00Z,11.18,1.46
2019-12-24T12:54:00Z,11.15,1.4
2019-12-24T13:00:00Z,11.3475,1.4
2019-12-24T13:06:00Z,10.93,1.34
2019-12-24T13:12:00Z,10.86,1.32
2019-12-24T13:18:00Z,11.32,1.75
2019-12-24T13:24:00Z,11.48,1.9
2019-12-24T13:30:00Z,11.48,1.9
2019-12-24T13:36:00Z,11.51,1.77
2019-12-24T13:42:00Z,11.52,1.73
2019-12-24T13:48:00Z,11.53,1.82
2019-12-24T13:54:00Z,11.53,1.85
2019-12-24T14:00:00Z,11.4025,1.85
2019-12-24T14:06:00Z,11.57,1.79
2019-12-24T14:12:00Z,11.59,1.77
2019-12-24T14:18:00Z,11.43,1.79
2019-12-24T14:24:00Z,11.38,1.79
2019-12-24T14:30:00Z,11.38,1.79
2019-12-24T14:36:00Z,11.19,2.06
2019-12-24T14:42:00Z,11.13,2.15
2019-12-24T14:54:00Z,11.51,36.27
2019-12-24T15:00:00Z,11.2852941176,36.27
2019-12-24T15:12:00Z,11.44,1.78
2019-12-24T15:18:00Z,11.25,2.81
2019-12-24T15:24:00Z,11.19,3.16
2019-12-24T15:30:00Z,11.32,3.48
2019-12-24T15:36:00Z,11.54,2.53
2019-12-24T15:42:00Z,11.56,2.21
2019-12-24T15:48:00Z,11.07,1.6
2019-12-24T15:54:00Z,10.91,1.4
2019-12-24T16:00:00Z,10.9775,1.4
2019-12-24T16:06:00Z,11.21,1.7
2019-12-24T16:12:00Z,11.28,1.77
2019-12-24T16:18:00Z,11.01,1.52
2019-12-24T16:24:00Z,10.92,1.44
2019-12-24T16:30:00Z,10.92,1.44
2019-12-24T16:36:00Z,10.9,1.94
2019-12-24T16:42:00Z,10.9,2.06
2019-12-24T16:48:00Z,10.83,2.1
2019-12-24T16:54:00Z,10.81,2.11
2019-12-24T17:00:00Z,10.7026666667,2.11
2019-12-24T17:06:00Z,10.83,1.53
2019-12-24T17:12:00Z,10.84,1.38
2019-12-24T17:18:00Z,10.79,1.39
2019-12-24T17:24:00Z,10.78,1.39
2019-12-24T17:30:00Z,10.78,1.39
2019-12-24T17:36:00Z,10.62,1.3
2019-12-24T17:42:00Z,10.58,1.28
2019-12-24T17:48:00Z,10.58,1.38
2019-12-24T17:54:00Z,10.58,1.43
2019-12-24T18:00:00Z,10.65,1.43
2019-12-24T18:06:00Z,10.61,1.32
2019-12-24T18:12:00Z,10.62,1.28
2019-12-24T18:18:00Z,10.63,1.25
2019-12-24T18:24:00Z,10.64,1.24
2019-12-24T18:30:00Z,10.64,1.24
2019-12-24T18:36:00Z,10.63,1.3
2019-12-24T18:42:00Z,10.63,1.32
2019-12-24T18:48:00Z,10.68,1.23
2019-12-24T18:54:00Z,10.71,1.18
2019-12-24T19:00:00Z,10.845,1.18
2019-12-24T19:06:00Z,10.66,1.08
2019-12-24T19:12:00Z,10.65,1.05
2019-12-24T19:18:00Z,10.66,1.14
2019-12-24T19:24:00Z,10.66,1.18
2019-12-24T19:30:00Z,10.66,1.18
2019-12-24T19:36:00Z,10.91,1.16
2019-12-24T19:42:00Z,11.0,1.15
2019-12-24T19:48:00Z,11.05,1.12
2019-12-24T19:54:00Z,11.07,1.1
2019-12-24T20:00:00Z,11.2025,1.1
2019-12-24T20:06:00Z,11.17,1.26
2019-12-24T20:12:00Z,11.2,1.31
2019-12-24T20:18:00Z,11.17,1.32
2019-12-24T20:24:00Z,11.15,1.32
2019-12-24T20:30:00Z,11.15,1.32
2019-12-24T20:36:00Z,11.18,1.46
2019-12-24T20:42:00Z,11.19,1.51
2019-12-24T20:48:00Z,11.24,1.46
2019-12-24T20:54:00Z,11.27,1.44
2019-12-24T21:00:00Z,11.215,1.44
2019-12-24T21:06:00Z,11.28,1.43
2019-12-24T21:12:00Z,11.28,1.42
2019-12-24T21:18:00Z,11.27,1.49
2019-12-24T21:24:00Z,11.26,1.53
2019-12-24T21:30:00Z,11.26,1.53
2019-12-24T21:36:00Z,11.18,1.37
2019-12-24T21:42:00Z,11.15,1.32
2019-12-24T21:48:00Z,11.16,1.44
2019-12-24T21:54:00Z,11.17,1.5
2019-12-24T22:00:00Z,11.185,1.5
2019-12-24T22:06:00Z,11.21,1.84
2019-12-24T22:12:00Z,11.22,1.96
2019-12-24T22:18:00Z,11.21,1.91
2019-12-24T22:24:00Z,11.2,1.89
2019-12-24T22:30:00Z,11.2,1.89
2019-12-24T22:36:00Z,11.15,2.09
2019-12-24T22:42:00Z,11.14,2.16
2019-12-24T22:48:00Z,11.17,2.1
2019-12-24T22:54:00Z,11.18,2.07
2019-12-24T23:00:00Z,10.995,2.07
2019-12-24T23:06:00Z,11.16,2.33
2019-12-24T23:12:00Z,11.16,2.4
2019-12-24T23:18:00Z,11.05,2.13
2019-12-24T23:24:00Z,11.0,1.99
2019-12-24T23:30:00Z,11.0,1.99
2019-12-24T23:36:00Z,10.94,1.92
2019-12-24T23:42:00Z,10.92,1.9
2019-12-24T23:48:00Z,10.91,2.11
