time,sea_water_temperature,mass_concentration_of_chlorophyll_in_sea_water
UTC,degree_Celsius,microg.L-1
2019-07-11T15:12:00Z,14.59,1.57
2019-07-11T15:18:00Z,14.55,1.56
2019-07-11T15:24:00Z,14.7,1.43
2019-07-11T15:30:00Z,14.75,1.38
2019-07-11T15:36:00Z,14.75,1.38
2019-07-11T15:42:00Z,14.66,1.7
2019-07-11T15:48:00Z,14.63,1.81
2019-07-11T15:54:00Z,14.57,1.58
2019-07-11T16:00:00Z,15.1522222222,1.5
2019-07-11T16:06:00Z,14.54,1.41
2019-07-11T16:12:00Z,14.54,1.31
2019-07-11T16:18:00Z,14.54,1.31
2019-07-11T16:24:00Z,14.97,1.24
2019-07-11T16:30:00Z,15.11,1.22
2019-07-11T16:36:00Z,15.26,1.27
2019-07-11T16:42:00Z,15.4,1.31
2019-07-11T16:48:00Z,15.4,1.31
2019-07-11T16:54:00Z,15.59,1.15
2019-07-11T17:00:00Z,15.7475,1.09
2019-07-11T17:06:00Z,15.65,1.09
2019-07-11T17:12:00Z,15.73,1.03
2019-07-11T17:18:00Z,15.75,1.01
2019-07-11T17:24:00Z,15.77,0.96
2019-07-11T17:30:00Z,15.77,0.94
2019-07-11T17:36:00Z,15.77,0.94
2019-07-11T17:42:00Z,15.75,0.84
2019-07-11T17:48:00Z,15.74,0.82
2019-07-11T17:54:00Z,15.73,0.97
2019-07-11T18:00:00Z,15.832,1.02
2019-07-11T18:06:00Z,15.73,1.02
2019-07-11T18:12:00Z,15.75,1.08
2019-07-11T18:18:00Z,15.75,1.09
2019-07-11T18:24:00Z,15.86,0.98
2019-07-11T18:30:00Z,15.9,0.94
2019-07-11T18:36:00Z,15.9,0.94
2019-07-11T18:42:00Z,15.88,1.03
2019-07-11T18:48:00Z,15.87,1.05
2019-07-11T18:54:00Z,15.82,1.28
2019-07-11T19:00:00Z,15.88,1.4
2019-07-11T19:06:00Z,15.8,1.4
2019-07-11T19:12:00Z,15.81,1.19
2019-07-11T19:18:00Z,15.82,1.12
2019-07-11T19:24:00Z,15.84,0.99
2019-07-11T19:30:00Z,15.85,0.92
2019-07-11T19:36:00Z,15.85,0.92
2019-07-11T19:42:00Z,15.87,1.02
2019-07-11T19:48:00Z,15.88,1.06
2019-07-11T19:54:00Z,15.94,1.17
2019-07-11T20:00:00Z,16.1975,1.22
2019-07-11T20:06:00Z,15.97,1.22
2019-07-11T20:12:00Z,16.0,1.27
2019-07-11T20:18:00Z,16.01,1.29
2019-07-11T20:24:00Z,16.1,1.1
2019-07-11T20:30:00Z,16.14,1.0
2019-07-11T20:36:00Z,16.14,1.0
2019-07-11T20:42:00Z,16.21,1.07
2019-07-11T20:48:00Z,16.23,1.1
2019-07-11T20:54:00Z,16.35,1.71
2019-07-11T21:00:00Z,16.6,2.01
2019-07-11T21:06:00Z,16.41,2.01
2019-07-11T21:12:00Z,16.51,1.91
2019-07-11T21:18:00Z,16.54,1.88
2019-07-11T21:24:00Z,16.63,1.55
2019-07-11T21:30:00Z,16.68,1.39
2019-07-11T21:36:00Z,16.68,1.39
2019-07-11T21:42:00Z,16.68,1.83
2019-07-11T21:48:00Z,16.68,1.98
2019-07-11T21:54:00Z,16.56,1.52
2019-07-11T22:00:00Z,15.92,1.29
2019-07-11T22:06:00Z,16.5,1.29
2019-07-11T22:12:00Z,16.42,1.98
2019-07-11T22:18:00Z,16.39,2.21
2019-07-11T22:24:00Z,16.13,1.88
2019-07-11T22:30:00Z,16.0,1.71
2019-07-11T22:36:00Z,16.0,1.71
2019-07-11T22:42:00Z,15.84,2.04
2019-07-11T22:48:00Z,15.79,2.15
2019-07-11T22:54:00Z,15.6,2.2
2019-07-11T23:00:00Z,15.3707692308,2.22
2019-07-11T23:06:00Z,15.5,2.22
2019-07-11T23:12:00Z,15.5,2.06
2019-07-11T23:18:00Z,15.5,2.01
2019-07-11T23:24:00Z,15.43,2.52
2019-07-11T23:30:00Z,15.39,2.77
2019-07-11T23:36:00Z,15.39,2.77
2019-07-11T23:42:00Z,15.35,2.6
2019-07-11T23:48:00Z,15.33,2.55
2019-07-11T23:54:00Z,15.3,2.58
2019-07-12T00:00:00Z,15.1055555556,2.59
2019-07-12T00:06:00Z,15.29,2.59
2019-07-12T00:12:00Z,15.27,2.37
2019-07-12T00:18:00Z,15.26,2.72
2019-07-12T00:24:00Z,15.21,2.38
2019-07-12T00:30:00Z,15.19,2.27
2019-07-12T00:36:00Z,15.19,2.27
2019-07-12T00:42:00Z,15.07,2.62
2019-07-12T00:48:00Z,15.02,2.23
2019-07-12T00:54:00Z,14.91,2.22
2019-07-12T01:00:00Z,14.37875,2.21
2019-07-12T01:06:00Z,14.86,2.21
2019-07-12T01:12:00Z,14.75,2.2
2019-07-12T01:18:00Z,14.65,2.2
2019-07-12T01:24:00Z,14.56,2.35
2019-07-12T01:30:00Z,14.52,2.42
2019-07-12T01:36:00Z,14.52,2.42
2019-07-12T01:42:00Z,14.36,2.31
2019-07-12T01:48:00Z,14.13,2.12
2019-07-12T01:54:00Z,14.02,2.37
2019-07-12T02:00:00Z,14.8742857143,2.5
2019-07-12T02:06:00Z,13.96,2.5
2019-07-12T02:12:00Z,14.39,2.55
2019-07-12T02:18:00Z,14.27,2.56
2019-07-12T02:24:00Z,14.92,2.23
2019-07-12T02:30:00Z,15.25,2.07
2019-07-12T02:36:00Z,15.25,2.07
2019-07-12T02:42:00Z,14.71,2.4
2019-07-12T02:48:00Z,14.83,2.21
2019-07-12T02:54:00Z,15.03,2.06
2019-07-12T03:00:00Z,15.7091666667,1.92
2019-07-12T03:06:00Z,15.23,1.92
2019-07-12T03:12:00Z,15.35,2.07
2019-07-12T03:18:00Z,15.49,2.65
2019-07-12T03:24:00Z,15.56,1.98
2019-07-12T03:30:00Z,15.64,1.31
2019-07-12T03:36:00Z,15.64,1.31
2019-07-12T03:42:00Z,15.76,1.5
2019-07-12T03:48:00Z,15.86,1.49
2019-07-12T03:54:00Z,15.94,1.69
2019-07-12T04:00:00Z,15.9566666667,1.88
2019-07-12T04:06:00Z,16.02,1.88
2019-07-12T04:12:00Z,16.11,1.73
2019-07-12T04:18:00Z,16.13,1.29
2019-07-12T04:24:00Z,16.18,1.55
2019-07-12T04:30:00Z,16.22,1.81
2019-07-12T04:36:00Z,16.22,1.81
2019-07-12T04:42:00Z,15.81,1.65
2019-07-12T04:48:00Z,15.4,1.5
2019-07-12T04:54:00Z,15.6,1.67
2019-07-12T05:00:00Z,15.65,1.83
2019-07-12T05:06:00Z,15.79,1.83
2019-07-12T05:12:00Z,15.69,1.6
2019-07-12T05:18:00Z,15.39,1.23
2019-07-12T05:24:00Z,15.39,1.23
2019-07-12T05:30:00Z,15.39,1.23
2019-07-12T05:36:00Z,15.39,1.23
2019-07-12T05:42:00Z,15.39,1.23
2019-07-12T05:48:00Z,15.39,1.23
2019-07-12T05:54:00Z,15.39,1.23
2019-07-12T06:00:00Z,14.7025,1.23
2019-07-12T06:06:00Z,15.39,1.23
2019-07-12T06:12:00Z,14.84,1.3
2019-07-12T06:18:00Z,14.68,1.56
2019-07-12T06:24:00Z,14.68,1.56
2019-07-12T06:30:00Z,14.68,1.56
2019-07-12T06:36:00Z,14.68,1.56
2019-07-12T06:42:00Z,14.68,1.56
2019-07-12T06:48:00Z,14.68,1.56
2019-07-12T06:54:00Z,14.68,1.56
2019-07-12T07:00:00Z,14.68,1.56
2019-07-12T07:06:00Z,14.68,1.56
2019-07-12T07:12:00Z,14.68,1.56
2019-07-12T08:00:00Z,15.62375,1.56
2019-07-12T08:12:00Z,15.36,1.39
2019-07-12T08:18:00Z,15.57,1.53
2019-07-12T08:24:00Z,15.61,1.49
2019-07-12T08:30:00Z,15.65,1.45
2019-07-12T08:36:00Z,15.65,1.45
2019-07-12T08:42:00Z,15.64,1.39
2019-07-12T08:48:00Z,15.65,1.37
2019-07-12T08:54:00Z,15.66,1.48
2019-07-12T09:00:00Z,15.8746666667,1.59
2019-07-12T09:06:00Z,15.68,1.59
2019-07-12T09:12:00Z,15.74,1.49
2019-07-12T09:18:00Z,15.78,1.53
2019-07-12T09:24:00Z,15.81,1.45
2019-07-12T09:30:00Z,15.84,1.37
2019-07-12T09:36:00Z,15.84,1.37
2019-07-12T09:42:00Z,15.92,1.5
2019-07-12T09:48:00Z,15.96,1.39
2019-07-12T09:54:00Z,15.96,1.39
2019-07-12T10:00:00Z,16.1246153846,1.36
2019-07-12T10:06:00Z,16.0,1.35
2019-07-12T10:12:00Z,16.04,1.52
2019-07-12T10:18:00Z,16.07,1.66
2019-07-12T10:24:00Z,16.09,1.57
2019-07-12T10:30:00Z,16.12,1.49
2019-07-12T10:36:00Z,16.12,1.49
2019-07-12T10:42:00Z,16.14,1.55
2019-07-12T10:48:00Z,16.16,1.56
2019-07-12T10:54:00Z,16.16,1.56
2019-07-12T11:00:00Z,16.2241666667,1.67
2019-07-12T11:06:00Z,16.17,1.71
2019-07-12T11:12:00Z,16.18,1.72
2019-07-12T11:18:00Z,16.18,1.66
2019-07-12T11:24:00Z,16.18,1.66
2019-07-12T11:30:00Z,16.2,1.55
2019-07-12T11:36:00Z,16.21,1.51
2019-07-12T11:42:00Z,16.24,1.56
2019-07-12T11:48:00Z,16.26,1.56
2019-07-12T11:54:00Z,16.26,1.56
2019-07-12T12:00:00Z,16.2675,1.42
2019-07-12T12:06:00Z,16.26,1.37
2019-07-12T12:12:00Z,16.27,1.57
2019-07-12T12:18:00Z,16.28,1.65
2019-07-12T12:24:00Z,16.28,1.65
2019-07-12T12:30:00Z,16.32,1.69
2019-07-12T12:36:00Z,16.33,1.71
2019-07-12T12:42:00Z,16.3,1.69
2019-07-12T12:48:00Z,16.26,1.63
2019-07-12T12:54:00Z,16.26,1.63
2019-07-12T13:00:00Z,15.6016666667,1.56
2019-07-12T13:06:00Z,16.18,1.53
2019-07-12T13:12:00Z,15.98,1.61
2019-07-12T13:18:00Z,15.82,1.62
2019-07-12T13:24:00Z,15.82,1.62
2019-07-12T13:30:00Z,15.71,1.88
2019-07-12T13:36:00Z,15.67,1.96
2019-07-12T13:42:00Z,15.53,1.79
2019-07-12T13:48:00Z,15.43,1.74
2019-07-12T13:54:00Z,15.43,1.74
2019-07-12T14:00:00Z,15.1358333333,1.8
2019-07-12T14:06:00Z,15.34,1.82
2019-07-12T14:12:00Z,15.3,1.75
2019-07-12T14:18:00Z,15.27,1.73
2019-07-12T14:24:00Z,15.27,1.73
2019-07-12T14:30:00Z,15.22,1.83
2019-07-12T14:36:00Z,15.2,1.87
2019-07-12T14:42:00Z,15.1,1.82
2019-07-12T14:48:00Z,15.03,1.7
2019-07-12T14:54:00Z,15.03,1.7
2019-07-12T15:00:00Z,14.7966666667,1.63
2019-07-12T15:06:00Z,14.99,1.61
2019-07-12T15:12:00Z,14.92,1.69
2019-07-12T15:18:00Z,14.89,1.73
2019-07-12T15:24:00Z,14.89,1.73
2019-07-12T15:30:00Z,14.88,1.72
2019-07-12T15:36:00Z,14.88,1.72
2019-07-12T15:42:00Z,14.81,1.73
2019-07-12T15:48:00Z,14.77,1.62
2019-07-12T15:54:00Z,14.73,1.62
2019-07-12T16:00:00Z,14.6205882353,1.63
2019-07-12T16:06:00Z,14.7,1.63
2019-07-12T16:12:00Z,14.66,1.72
2019-07-12T16:18:00Z,14.68,1.71
2019-07-12T16:24:00Z,14.68,1.71
2019-07-12T16:30:00Z,14.61,1.68
2019-07-12T16:36:00Z,14.59,1.67
2019-07-12T16:42:00Z,14.57,2.11
2019-07-12T16:48:00Z,14.56,2.53
2019-07-12T16:54:00Z,14.56,2.53
2019-07-12T17:00:00Z,15.1321428571,2.14
2019-07-12T17:06:00Z,14.66,2.04
2019-07-12T17:12:00Z,14.83,1.9
2019-07-12T17:18:00Z,14.92,2.16
2019-07-12T17:24:00Z,14.92,2.16
2019-07-12T17:30:00Z,14.91,1.49
2019-07-12T17:36:00Z,14.91,1.32
2019-07-12T17:42:00Z,15.22,1.58
2019-07-12T17:48:00Z,15.37,1.71
2019-07-12T17:54:00Z,15.37,1.71
2019-07-12T18:00:00Z,16.0525,1.39
2019-07-12T18:06:00Z,15.51,1.28
2019-07-12T18:12:00Z,15.73,1.19
2019-07-12T18:18:00Z,15.84,1.15
2019-07-12T18:24:00Z,15.84,1.15
2019-07-12T18:30:00Z,15.93,1.07
2019-07-12T18:36:00Z,15.96,1.05
2019-07-12T18:42:00Z,16.11,0.89
2019-07-12T18:48:00Z,16.18,0.81
2019-07-12T18:54:00Z,16.18,0.81
2019-07-12T19:00:00Z,16.0325,0.89
2019-07-12T19:06:00Z,16.23,0.92
2019-07-12T19:12:00Z,16.21,1.01
2019-07-12T19:18:00Z,16.2,1.06
2019-07-12T19:24:00Z,16.2,1.06
2019-07-12T19:30:00Z,16.16,1.02
2019-07-12T19:36:00Z,16.14,1.01
2019-07-12T19:42:00Z,15.99,1.74
2019-07-12T19:48:00Z,15.92,2.11
2019-07-12T19:54:00Z,15.92,2.11
2019-07-12T20:00:00Z,15.8975,1.56
2019-07-12T20:06:00Z,15.87,1.38
2019-07-12T20:12:00Z,15.87,1.37
2019-07-12T20:18:00Z,15.87,1.37
2019-07-12T20:24:00Z,15.87,1.37
2019-07-12T20:30:00Z,15.89,1.71
2019-07-12T20:36:00Z,15.9,1.83
2019-07-12T20:42:00Z,15.91,1.69
2019-07-12T20:48:00Z,15.92,1.62
2019-07-12T20:54:00Z,15.92,1.62
2019-07-12T21:00:00Z,15.915,1.35
2019-07-12T21:06:00Z,15.9,1.26
2019-07-12T21:12:00Z,15.91,1.59
2019-07-12T21:18:00Z,15.91,1.76
2019-07-12T21:24:00Z,15.91,1.76
2019-07-12T21:30:00Z,15.91,1.48
2019-07-12T21:36:00Z,15.91,1.39
2019-07-12T21:42:00Z,15.92,1.32
2019-07-12T21:48:00Z,15.92,1.28
2019-07-12T21:54:00Z,15.92,1.28
2019-07-12T22:00:00Z,15.935,1.35
2019-07-12T22:06:00Z,15.92,1.37
2019-07-12T22:12:00Z,15.93,1.16
2019-07-12T22:18:00Z,15.94,1.06
2019-07-12T22:24:00Z,15.94,1.06
2019-07-12T22:30:00Z,15.96,1.14
2019-07-12T22:36:00Z,15.96,1.17
2019-07-12T22:42:00Z,15.94,1.13
2019-07-12T22:48:00Z,15.93,1.11
2019-07-12T22:54:00Z,15.93,1.11
2019-07-12T23:00:00Z,15.5871428571,1.6
2019-07-12T23:06:00Z,15.91,1.77
2019-07-12T23:12:00Z,15.87,1.58
2019-07-12T23:18:00Z,15.85,1.49
2019-07-12T23:24:00Z,15.85,1.49
2019-07-12T23:30:00Z,15.7,1.49
2019-07-12T23:36:00Z,15.65,1.49
2019-07-12T23:42:00Z,15.52,1.46
2019-07-12T23:48:00Z,15.46,1.44
2019-07-12T23:54:00Z,15.46,1.44
2019-07-13T00:00:00Z,15.19,1.7
2019-07-13T00:06:00Z,15.47,1.77
2019-07-13T00:12:00Z,15.42,1.61
2019-07-13T00:18:00Z,15.39,1.53
2019-07-13T00:24:00Z,15.39,1.53
2019-07-13T00:30:00Z,15.35,2.23
2019-07-13T00:36:00Z,15.34,2.4
2019-07-13T00:42:00Z,15.16,1.91
2019-07-13T00:48:00Z,15.07,1.67
2019-07-13T00:54:00Z,15.07,1.67
2019-07-13T01:00:00Z,14.6866666667,1.52
2019-07-13T01:06:00Z,14.96,1.48
2019-07-13T01:12:00Z,14.92,1.55
2019-07-13T01:18:00Z,14.9,1.59
2019-07-13T01:24:00Z,14.9,1.59
2019-07-13T01:30:00Z,14.86,1.73
2019-07-13T01:36:00Z,14.85,1.77
2019-07-13T01:42:00Z,14.64,1.66
2019-07-13T01:48:00Z,14.54,1.6
2019-07-13T01:54:00Z,14.54,1.6
2019-07-13T02:00:00Z,14.1330769231,1.61
2019-07-13T02:06:00Z,14.38,1.62
2019-07-13T02:12:00Z,14.28,1.65
2019-07-13T02:18:00Z,14.23,1.66
2019-07-13T02:24:00Z,14.23,1.66
2019-07-13T02:30:00Z,14.15,1.84
2019-07-13T02:36:00Z,14.12,1.9
2019-07-13T02:42:00Z,14.18,2.28
2019-07-13T02:48:00Z,14.23,2.66
2019-07-13T02:54:00Z,14.23,2.66
2019-07-13T03:00:00Z,15.0425,2.21
2019-07-13T03:06:00Z,13.92,2.06
2019-07-13T03:12:00Z,14.39,1.86
2019-07-13T03:18:00Z,14.87,1.67
2019-07-13T03:24:00Z,14.87,1.67
2019-07-13T03:30:00Z,14.55,1.75
2019-07-13T03:36:00Z,14.45,1.78
2019-07-13T03:42:00Z,14.96,1.93
2019-07-13T03:48:00Z,15.48,2.07
2019-07-13T03:54:00Z,15.48,2.07
2019-07-13T04:00:00Z,15.65,1.9
2019-07-13T04:06:00Z,15.37,1.84
2019-07-13T04:12:00Z,15.48,1.56
2019-07-13T04:18:00Z,15.6,1.28
2019-07-13T04:24:00Z,15.6,1.28
2019-07-13T04:30:00Z,15.64,1.45
2019-07-13T04:36:00Z,15.65,1.51
2019-07-13T04:42:00Z,15.66,1.59
2019-07-13T04:48:00Z,15.68,1.67
2019-07-13T04:54:00Z,15.68,1.67
2019-07-13T05:00:00Z,15.0525,1.62
2019-07-13T05:06:00Z,15.67,1.61
2019-07-13T05:12:00Z,15.65,1.68
2019-07-13T05:18:00Z,15.64,1.74
2019-07-13T05:24:00Z,15.64,1.74
2019-07-13T05:30:00Z,15.23,1.57
2019-07-13T05:36:00Z,15.1,1.51
2019-07-13T05:42:00Z,14.92,1.51
2019-07-13T05:48:00Z,14.74,1.51
2019-07-13T05:54:00Z,14.74,1.51
2019-07-13T06:00:00Z,14.64,1.04
2019-07-13T06:06:00Z,14.73,0.89
2019-07-13T06:12:00Z,14.71,1.0
2019-07-13T06:18:00Z,14.69,1.12
2019-07-13T06:24:00Z,14.69,1.12
2019-07-13T06:30:00Z,14.64,1.28
2019-07-13T06:36:00Z,14.63,1.33
2019-07-13T06:42:00Z,14.62,1.27
2019-07-13T06:48:00Z,14.6,1.2
2019-07-13T06:54:00Z,14.6,1.2
2019-07-13T07:00:00Z,15.1041176471,1.11
2019-07-13T07:06:00Z,14.64,1.06
2019-07-13T07:12:00Z,14.79,1.07
2019-07-13T07:18:00Z,14.87,1.07
2019-07-13T07:24:00Z,14.87,1.07
2019-07-13T07:30:00Z,15.09,1.15
2019-07-13T07:36:00Z,15.15,1.17
2019-07-13T07:42:00Z,15.21,1.35
2019-07-13T07:48:00Z,15.26,1.53
2019-07-13T07:54:00Z,15.26,1.53
2019-07-13T08:00:00Z,15.4,1.18
2019-07-13T08:06:00Z,15.13,1.11
2019-07-13T08:12:00Z,15.11,1.16
2019-07-13T08:18:00Z,15.09,1.21
2019-07-13T08:24:00Z,15.09,1.21
2019-07-13T08:30:00Z,15.09,1.31
2019-07-13T08:36:00Z,15.09,1.34
2019-07-13T08:42:00Z,15.37,1.36
2019-07-13T08:48:00Z,15.65,1.38
2019-07-13T08:54:00Z,15.65,1.38
2019-07-13T09:00:00Z,16.1526666667,1.44
2019-07-13T09:06:00Z,15.77,1.46
2019-07-13T09:12:00Z,15.85,1.4
2019-07-13T09:18:00Z,15.92,1.34
2019-07-13T09:24:00Z,15.92,1.34
2019-07-13T09:30:00Z,16.03,1.29
2019-07-13T09:36:00Z,16.07,1.28
2019-07-13T09:42:00Z,16.16,1.23
2019-07-13T09:48:00Z,16.25,1.17
2019-07-13T09:54:00Z,16.25,1.17
2019-07-13T10:00:00Z,16.475,1.19
2019-07-13T10:06:00Z,16.35,1.2
2019-07-13T10:12:00Z,16.35,1.2
2019-07-13T10:18:00Z,16.37,1.31
2019-07-13T10:24:00Z,16.38,1.35
2019-07-13T10:30:00Z,16.42,1.33
2019-07-13T10:36:00Z,16.43,1.32
2019-07-13T10:42:00Z,16.43,1.32
2019-07-13T10:48:00Z,16.5,1.25
2019-07-13T10:54:00Z,16.53,1.23
2019-07-13T11:00:00Z,16.7225,1.25
2019-07-13T11:06:00Z,16.56,1.26
2019-07-13T11:12:00Z,16.56,1.26
2019-07-13T11:18:00Z,16.69,1.16
2019-07-13T11:24:00Z,16.73,1.13
2019-07-13T11:30:00Z,16.75,1.27
2019-07-13T11:36:00Z,16.76,1.32
2019-07-13T11:42:00Z,16.76,1.32
2019-07-13T11:48:00Z,16.71,1.44
2019-07-13T11:54:00Z,16.7,1.48
2019-07-13T12:00:00Z,16.7925,1.41
2019-07-13T12:06:00Z,16.7,1.38
2019-07-13T12:12:00Z,16.7,1.38
2019-07-13T12:18:00Z,16.73,1.44
2019-07-13T12:24:00Z,16.74,1.46
2019-07-13T12:30:00Z,16.75,1.56
2019-07-13T12:36:00Z,16.76,1.6
2019-07-13T12:42:00Z,16.76,1.6
2019-07-13T12:48:00Z,16.8,1.37
2019-07-13T12:54:00Z,16.82,1.29
2019-07-13T13:00:00Z,16.73,1.35
2019-07-13T13:06:00Z,16.85,1.37
2019-07-13T13:12:00Z,16.85,1.37
2019-07-13T13:18:00Z,16.85,1.29
2019-07-13T13:24:00Z,16.85,1.27
2019-07-13T13:30:00Z,16.84,1.27
2019-07-13T13:36:00Z,16.84,1.27
2019-07-13T13:42:00Z,16.84,1.27
2019-07-13T13:48:00Z,16.73,1.31
2019-07-13T13:54:00Z,16.69,1.33
2019-07-13T14:00:00Z,15.97,1.53
2019-07-13T14:06:00Z,16.54,1.6
2019-07-13T14:12:00Z,16.54,1.6
2019-07-13T14:18:00Z,16.38,1.82
2019-07-13T14:24:00Z,16.33,1.89
2019-07-13T14:30:00Z,16.16,1.92
2019-07-13T14:36:00Z,16.1,1.93
2019-07-13T14:42:00Z,16.1,1.93
2019-07-13T14:48:00Z,15.84,1.92
2019-07-13T14:54:00Z,15.75,1.92
2019-07-13T15:00:00Z,15.3894444444,1.64
2019-07-13T15:06:00Z,15.7,1.55
2019-07-13T15:12:00Z,15.62,1.62
2019-07-13T15:18:00Z,15.55,1.7
2019-07-13T15:24:00Z,15.55,1.7
2019-07-13T15:30:00Z,15.49,1.66
2019-07-13T15:36:00Z,15.41,1.6
2019-07-13T15:42:00Z,15.3,1.65
2019-07-13T15:48:00Z,15.25,1.73
2019-07-13T15:54:00Z,15.25,1.73
2019-07-13T16:00:00Z,14.88,1.63
2019-07-13T16:06:00Z,15.18,1.54
2019-07-13T16:12:00Z,15.09,1.49
2019-07-13T16:18:00Z,15.05,1.39
2019-07-13T16:24:00Z,15.04,1.37
2019-07-13T16:30:00Z,14.93,1.54
2019-07-13T16:36:00Z,14.86,1.48
2019-07-13T16:42:00Z,14.82,1.37
2019-07-13T16:48:00Z,14.76,1.46
2019-07-13T16:54:00Z,14.75,1.48
2019-07-13T17:00:00Z,14.598,1.46
2019-07-13T17:06:00Z,14.57,1.42
2019-07-13T17:12:00Z,14.37,1.38
2019-07-13T17:18:00Z,14.43,1.34
2019-07-13T17:24:00Z,14.45,1.33
2019-07-13T17:30:00Z,14.52,1.32
2019-07-13T17:36:00Z,14.66,1.29
2019-07-13T17:42:00Z,14.76,1.27
2019-07-13T17:48:00Z,14.61,1.14
2019-07-13T17:54:00Z,14.57,1.11
2019-07-13T18:00:00Z,15.4591666667,1.08
2019-07-13T18:06:00Z,14.96,0.98
2019-07-13T18:12:00Z,15.04,0.9
2019-07-13T18:18:00Z,15.06,0.84
2019-07-13T18:24:00Z,15.07,0.82
2019-07-13T18:30:00Z,15.19,0.89
2019-07-13T18:36:00Z,15.31,0.93
2019-07-13T18:42:00Z,15.37,0.94
2019-07-13T18:48:00Z,15.61,0.99
2019-07-13T18:54:00Z,15.69,1.01
2019-07-13T19:00:00Z,16.5258333333,1.0
2019-07-13T19:06:00Z,16.34,1.06
2019-07-13T19:12:00Z,16.53,1.13
2019-07-13T19:18:00Z,16.7,0.98
2019-07-13T19:24:00Z,16.75,0.93
2019-07-13T19:30:00Z,16.68,1.01
2019-07-13T19:36:00Z,16.55,0.94
2019-07-13T19:42:00Z,16.46,0.82
2019-07-13T19:48:00Z,16.41,0.83
2019-07-13T19:54:00Z,16.39,0.83
2019-07-13T20:00:00Z,16.2566666667,0.95
2019-07-13T20:06:00Z,16.3,1.11
2019-07-13T20:12:00Z,16.29,1.21
2019-07-13T20:18:00Z,16.3,1.14
2019-07-13T20:24:00Z,16.31,1.12
2019-07-13T20:30:00Z,16.3,0.99
2019-07-13T20:36:00Z,16.29,0.93
2019-07-13T20:42:00Z,16.28,0.94
2019-07-13T20:48:00Z,16.23,1.05
2019-07-13T20:54:00Z,16.22,1.09
2019-07-13T21:00:00Z,15.9491666667,1.08
2019-07-13T21:06:00Z,16.14,1.09
2019-07-13T21:12:00Z,16.12,1.11
2019-07-13T21:18:00Z,16.07,0.98
2019-07-13T21:24:00Z,16.05,0.94
2019-07-13T21:30:00Z,15.99,1.07
2019-07-13T21:36:00Z,15.93,1.0
2019-07-13T21:42:00Z,15.89,0.87
2019-07-13T21:48:00Z,15.86,1.31
2019-07-13T21:54:00Z,15.85,1.46
2019-07-13T22:00:00Z,16.0625,1.31
2019-07-13T22:06:00Z,15.91,1.28
2019-07-13T22:12:00Z,15.95,1.32
2019-07-13T22:18:00Z,15.99,1.3
2019-07-13T22:24:00Z,16.01,1.29
2019-07-13T22:30:00Z,16.05,1.24
2019-07-13T22:36:00Z,16.08,1.28
2019-07-13T22:42:00Z,16.09,1.35
2019-07-13T22:48:00Z,16.1,1.12
2019-07-13T22:54:00Z,16.1,1.04
2019-07-13T23:00:00Z,16.1382352941,1.0
2019-07-13T23:06:00Z,16.11,1.0
2019-07-13T23:12:00Z,16.11,1.02
2019-07-13T23:18:00Z,16.11,1.0
2019-07-13T23:24:00Z,16.11,1.0
2019-07-13T23:30:00Z,16.12,0.93
2019-07-13T23:36:00Z,16.12,0.94
2019-07-13T23:42:00Z,16.12,0.96
2019-07-13T23:48:00Z,16.14,0.94
2019-07-13T23:54:00Z,16.15,0.93
2019-07-14T00:00:00Z,15.8625,1.22
2019-07-14T00:06:00Z,16.26,1.35
2019-07-14T00:12:00Z,16.29,1.34
2019-07-14T00:18:00Z,16.26,1.35
2019-07-14T00:24:00Z,16.25,1.35
2019-07-14T00:30:00Z,16.04,1.3
2019-07-14T00:36:00Z,15.87,1.36
2019-07-14T00:42:00Z,15.84,1.4
2019-07-14T00:48:00Z,15.58,1.38
2019-07-14T00:54:00Z,15.51,1.38
2019-07-14T01:00:00Z,14.8375,1.35
2019-07-14T01:06:00Z,15.21,1.3
2019-07-14T01:12:00Z,15.16,1.28
2019-07-14T01:18:00Z,15.06,1.29
2019-07-14T01:24:00Z,15.04,1.29
2019-07-14T01:30:00Z,14.95,1.39
2019-07-14T01:36:00Z,14.77,1.41
2019-07-14T01:42:00Z,14.71,1.39
2019-07-14T01:48:00Z,14.65,1.87
2019-07-14T01:54:00Z,14.63,1.99
2019-07-14T02:00:00Z,14.295,1.58
2019-07-14T02:06:00Z,14.6,1.32
2019-07-14T02:12:00Z,14.61,1.29
2019-07-14T02:18:00Z,14.54,1.3
2019-07-14T02:24:00Z,14.51,1.31
2019-07-14T02:30:00Z,14.37,1.32
2019-07-14T02:36:00Z,14.16,1.34
2019-07-14T02:42:00Z,14.13,1.34
2019-07-14T02:48:00Z,14.09,1.37
2019-07-14T02:54:00Z,14.08,1.38
2019-07-14T03:00:00Z,14.1383333333,1.46
2019-07-14T03:06:00Z,14.41,1.55
2019-07-14T03:12:00Z,14.59,1.56
2019-07-14T03:18:00Z,14.1,1.52
2019-07-14T03:24:00Z,13.94,1.5
2019-07-14T03:30:00Z,13.85,1.52
2019-07-14T03:36:00Z,13.86,2.11
2019-07-14T03:42:00Z,13.92,2.4
2019-07-14T03:48:00Z,14.32,1.86
2019-07-14T03:54:00Z,14.45,1.68
2019-07-14T04:00:00Z,15.2358333333,1.54
2019-07-14T04:06:00Z,14.43,1.55
